Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
349,2,114.32,15.80,72.33,13.82,63.27,41.60,nan,nan,nan,10.43,nan
747,4,195.33,15.29,71.51,7.83,36.61,40.27,nan,nan,nan,26.27,nan
654,1,139.68,66.38,70.96,47.52,50.80,172.71,nan,nan,nan,0.26,nan
1064,3,106.98,20.93,68.28,19.56,63.82,54.88,nan,nan,nan,2.58,16.06
813,2,144.15,123.70,66.69,85.82,46.27,321.29,nan,nan,nan,21.34,nan
125,1,100.74,24.59,60.15,24.41,59.71,64.38,nan,nan,nan,9.75,nan
671,1,359.33,15.69,57.47,4.37,15.99,41.31,nan,nan,nan,1.62,nan
723,3,79.82,26.96,51.23,33.77,64.18,70.52,nan,nan,nan,44.28,nan
364,1,93.16,15.75,47.05,16.90,50.51,41.46,nan,nan,nan,23.38,nan
305,3,73.54,29.66,31.46,40.34,42.78,77.53,nan,nan,nan,32.52,nan
907,2,318.47,21.65,29.50,6.80,9.26,56.76,nan,nan,nan,2.87,nan
909,1,213.34,17.56,24.50,8.23,11.48,46.16,nan,nan,nan,12.93,nan
520,1,99.59,59.82,17.64,60.07,17.71,155.71,nan,nan,nan,3.99,43.36
293,1,98.77,16.32,15.59,16.52,15.78,42.94,nan,nan,nan,33.19,nan
316,1,112.83,16.32,10.50,14.46,9.30,42.94,nan,nan,nan,38.21,nan
